Date,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Hour,Seasons,Rented Bike Count
05/06/2018,26.8,37,1.6,1639,2.91,0.0,0.0,No Holiday,11,Summer,974
05/06/2018,28.2,35,1.2,1411,3.23,0.0,0.0,No Holiday,12,Summer,1111
05/06/2018,28.6,34,2.0,1274,2.82,0.0,0.0,No Holiday,13,Summer,1058
05/06/2018,28.9,34,2.7,1328,2.06,0.0,0.0,No Holiday,14,Summer,1120
05/06/2018,29.0,38,3.4,749,2.12,0.0,0.0,No Holiday,15,Summer,1250
05/06/2018,28.8,38,3.1,1027,2.14,0.0,0.0,No Holiday,16,Summer,1434
05/06/2018,28.1,37,3.6,1346,1.56,0.0,0.0,No Holiday,17,Summer,2115
05/06/2018,27.1,40,2.8,1811,1.0,0.0,0.0,No Holiday,18,Summer,3227
05/06/2018,25.5,43,3.1,1760,0.41,0.0,0.0,No Holiday,19,Summer,2615
05/06/2018,24.0,46,2.8,1896,0.06,0.0,0.0,No Holiday,20,Summer,2346
05/06/2018,23.3,51,1.7,1654,0.0,0.0,0.0,No Holiday,21,Summer,2404
05/06/2018,22.4,54,2.5,1778,0.0,0.0,0.0,No Holiday,22,Summer,2237
05/06/2018,21.9,56,0.7,1898,0.0,0.0,0.0,No Holiday,23,Summer,1646
06/06/2018,21.2,60,0.9,1789,0.0,0.0,0.0,Holiday,0,Summer,1268
06/06/2018,20.6,63,0.6,1670,0.0,0.0,0.0,Holiday,1,Summer,1031
06/06/2018,20.1,65,1.0,1435,0.0,0.0,0.0,Holiday,2,Summer,792
06/06/2018,19.6,68,1.7,1260,0.0,0.0,0.0,Holiday,3,Summer,562
06/06/2018,19.2,68,0.8,1181,0.0,0.0,0.0,Holiday,4,Summer,332
06/06/2018,18.7,73,1.4,1065,0.0,0.0,0.0,Holiday,5,Summer,218
06/06/2018,18.5,73,1.1,1028,0.06,0.0,0.0,Holiday,6,Summer,351
06/06/2018,19.3,63,0.7,916,0.46,0.0,0.0,Holiday,7,Summer,536
06/06/2018,21.2,59,1.2,794,1.13,0.0,0.0,Holiday,8,Summer,799
06/06/2018,22.9,56,2.3,763,1.74,0.0,0.0,Holiday,9,Summer,925
06/06/2018,24.3,53,2.9,949,2.37,0.0,0.0,Holiday,10,Summer,1087
06/06/2018,25.8,52,2.1,905,2.84,0.0,0.0,Holiday,11,Summer,1152
06/06/2018,27.3,51,2.8,703,3.16,0.0,0.0,Holiday,12,Summer,1400
06/06/2018,27.3,52,3.1,613,3.21,0.0,0.0,Holiday,13,Summer,1444
06/06/2018,27.4,50,3.5,615,3.01,0.0,0.0,Holiday,14,Summer,1603
06/06/2018,27.6,49,3.7,656,2.79,0.0,0.0,Holiday,15,Summer,1674
06/06/2018,27.9,47,2.8,824,2.36,0.0,0.0,Holiday,16,Summer,1940
06/06/2018,27.4,48,2.7,1084,1.8,0.0,0.0,Holiday,17,Summer,2104
06/06/2018,26.6,52,2.5,1368,1.09,0.0,0.0,Holiday,18,Summer,2162
06/06/2018,24.9,56,3.1,1469,0.51,0.0,0.0,Holiday,19,Summer,2163
06/06/2018,23.4,64,1.8,1144,0.07,0.0,0.0,Holiday,20,Summer,2145
06/06/2018,22.1,72,2.5,923,0.0,0.0,0.0,Holiday,21,Summer,1935
06/06/2018,20.8,78,1.8,763,0.0,0.0,0.0,Holiday,22,Summer,1624
06/06/2018,20.1,77,3.1,797,0.0,0.0,0.0,Holiday,23,Summer,1251
07/06/2018,19.6,82,1.7,628,0.0,0.0,0.0,No Holiday,0,Summer,978
07/06/2018,19.1,86,1.8,522,0.0,0.0,0.0,No Holiday,1,Summer,606
07/06/2018,18.8,88,0.3,500,0.0,0.0,0.0,No Holiday,2,Summer,418
07/06/2018,18.4,88,1.6,465,0.0,0.0,0.0,No Holiday,3,Summer,275
07/06/2018,18.1,88,1.8,458,0.0,0.0,0.0,No Holiday,4,Summer,191
07/06/2018,17.8,91,2.2,393,0.0,0.0,0.0,No Holiday,5,Summer,288
07/06/2018,18.1,88,1.1,272,0.03,0.0,0.0,No Holiday,6,Summer,716
07/06/2018,18.6,85,2.0,307,0.16,0.0,0.0,No Holiday,7,Summer,1551
07/06/2018,18.9,82,2.3,326,0.44,0.0,0.0,No Holiday,8,Summer,2317
07/06/2018,20.5,73,1.6,364,1.23,0.0,0.0,No Holiday,9,Summer,1342
07/06/2018,22.0,69,2.0,488,2.04,0.0,0.0,No Holiday,10,Summer,914
07/06/2018,23.4,62,1.8,603,2.87,0.0,0.0,No Holiday,11,Summer,967
07/06/2018,25.0,56,3.0,715,3.19,0.0,0.0,No Holiday,12,Summer,1099
07/06/2018,26.7,47,2.4,806,3.26,0.0,0.0,No Holiday,13,Summer,1071
07/06/2018,28.2,44,1.7,644,3.11,0.0,0.0,No Holiday,14,Summer,1116
07/06/2018,29.3,41,2.0,609,2.63,0.0,0.0,No Holiday,15,Summer,1171
07/06/2018,29.3,41,2.0,905,1.95,0.0,0.0,No Holiday,16,Summer,1442
07/06/2018,28.2,51,3.3,879,1.73,0.0,0.0,No Holiday,17,Summer,2002
07/06/2018,25.6,57,2.7,1217,0.96,0.0,0.0,No Holiday,18,Summer,3221
07/06/2018,24.0,60,2.8,1379,0.38,0.0,0.0,No Holiday,19,Summer,2649
07/06/2018,22.8,67,1.6,1219,0.06,0.0,0.0,No Holiday,20,Summer,2278
07/06/2018,21.5,69,2.6,942,0.0,0.0,0.0,No Holiday,21,Summer,2161
07/06/2018,20.9,71,1.0,763,0.0,0.0,0.0,No Holiday,22,Summer,1939
07/06/2018,20.3,77,1.3,770,0.0,0.0,0.0,No Holiday,23,Summer,1290
08/06/2018,19.1,82,2.2,874,0.0,0.0,0.0,No Holiday,0,Summer,926
08/06/2018,18.8,84,1.7,658,0.0,0.0,0.0,No Holiday,1,Summer,769
08/06/2018,18.6,84,2.5,619,0.0,0.0,0.0,No Holiday,2,Summer,525
08/06/2018,18.6,83,2.9,889,0.0,0.0,0.0,No Holiday,3,Summer,365
08/06/2018,18.5,82,2.0,1072,0.0,0.0,0.0,No Holiday,4,Summer,255
08/06/2018,18.6,81,0.8,1205,0.0,0.0,0.0,No Holiday,5,Summer,299
08/06/2018,18.8,78,2.0,1259,0.01,0.0,0.0,No Holiday,6,Summer,744
08/06/2018,19.1,73,2.0,1300,0.3,0.0,0.0,No Holiday,7,Summer,1544
08/06/2018,19.7,69,2.0,1448,0.54,0.0,0.0,No Holiday,8,Summer,2348
08/06/2018,21.2,62,1.7,1384,1.45,0.0,0.0,No Holiday,9,Summer,1283
08/06/2018,21.9,62,1.7,1664,1.36,0.0,0.0,No Holiday,10,Summer,1002
08/06/2018,21.9,64,2.4,1359,1.03,0.0,0.0,No Holiday,11,Summer,1095
08/06/2018,23.1,56,1.6,1222,1.71,0.0,0.0,No Holiday,12,Summer,1256
08/06/2018,24.2,58,1.9,1015,1.87,0.0,0.0,No Holiday,13,Summer,1314
08/06/2018,25.0,54,2.2,1146,1.86,0.0,0.0,No Holiday,14,Summer,1249
08/06/2018,26.2,51,3.3,1104,2.87,0.0,0.0,No Holiday,15,Summer,1416
08/06/2018,26.6,49,3.2,1200,2.35,0.0,0.0,No Holiday,16,Summer,1668
08/06/2018,26.9,49,2.3,1210,1.72,0.0,0.0,No Holiday,17,Summer,2314
08/06/2018,26.2,54,2.2,1183,0.88,0.0,0.0,No Holiday,18,Summer,3309
08/06/2018,24.5,63,3.1,970,0.46,0.0,0.0,No Holiday,19,Summer,2797
08/06/2018,22.6,71,1.8,856,0.11,0.0,0.0,No Holiday,20,Summer,2476
08/06/2018,21.2,77,1.7,638,0.0,0.0,0.0,No Holiday,21,Summer,2337
08/06/2018,20.5,78,0.9,550,0.0,0.0,0.0,No Holiday,22,Summer,2140
08/06/2018,20.0,79,1.4,510,0.0,0.0,0.0,No Holiday,23,Summer,1672
09/06/2018,19.7,83,1.5,390,0.0,0.0,0.0,No Holiday,0,Summer,1247
09/06/2018,19.7,81,0.6,419,0.0,0.0,0.0,No Holiday,1,Summer,1029
09/06/2018,19.4,84,0.7,382,0.0,0.0,0.0,No Holiday,2,Summer,732
09/06/2018,19.1,84,0.6,421,0.0,0.0,0.0,No Holiday,3,Summer,535
09/06/2018,19.0,83,0.4,473,0.0,0.0,0.0,No Holiday,4,Summer,352
09/06/2018,19.0,85,0.4,467,0.0,0.0,0.0,No Holiday,5,Summer,262
09/06/2018,19.0,84,0.5,440,0.05,0.0,0.0,No Holiday,6,Summer,381
09/06/2018,20.2,73,1.1,708,0.41,0.0,0.0,No Holiday,7,Summer,616
09/06/2018,21.9,62,0.9,1071,1.03,0.0,0.0,No Holiday,8,Summer,963
09/06/2018,24.0,55,1.8,1411,1.81,0.0,0.0,No Holiday,9,Summer,1102
09/06/2018,25.8,49,1.3,1442,2.42,0.0,0.0,No Holiday,10,Summer,1156
09/06/2018,27.2,46,1.7,1301,2.88,0.0,0.0,No Holiday,11,Summer,1200
09/06/2018,28.2,42,1.4,1563,2.84,0.0,0.0,No Holiday,12,Summer,1462
09/06/2018,28.8,42,2.0,1438,2.38,0.0,0.0,No Holiday,13,Summer,1583
09/06/2018,30.1,35,1.4,1583,2.53,0.0,0.0,No Holiday,14,Summer,1744
09/06/2018,29.6,40,2.5,1546,1.96,0.0,0.0,No Holiday,15,Summer,1890
09/06/2018,28.7,40,2.5,1474,1.0,0.0,0.0,No Holiday,16,Summer,2297
09/06/2018,28.2,39,2.9,1653,0.7,0.0,0.0,No Holiday,17,Summer,2355
09/06/2018,27.3,42,1.2,2000,0.19,0.0,0.0,No Holiday,18,Summer,1934
09/06/2018,25.7,47,1.8,2000,0.04,0.0,0.0,No Holiday,19,Summer,1058
09/06/2018,23.7,62,1.6,1402,0.0,0.4,0.0,No Holiday,20,Summer,246
09/06/2018,22.4,72,1.5,1816,0.0,0.1,0.0,No Holiday,21,Summer,225
09/06/2018,21.0,75,1.3,2000,0.0,0.0,0.0,No Holiday,22,Summer,776
09/06/2018,20.7,66,1.6,2000,0.0,0.0,0.0,No Holiday,23,Summer,766
10/06/2018,20.2,66,1.5,2000,0.0,0.0,0.0,No Holiday,0,Summer,483
10/06/2018,19.7,71,1.2,1986,0.0,0.5,0.0,No Holiday,1,Summer,375
10/06/2018,19.2,69,1.3,2000,0.0,0.0,0.0,No Holiday,2,Summer,162
10/06/2018,18.6,78,0.8,1997,0.0,0.0,0.0,No Holiday,3,Summer,150
10/06/2018,18.3,72,1.7,2000,0.0,0.0,0.0,No Holiday,4,Summer,174
10/06/2018,18.4,70,1.4,2000,0.0,0.0,0.0,No Holiday,5,Summer,138
10/06/2018,18.3,71,0.9,2000,0.0,0.0,0.0,No Holiday,6,Summer,216
10/06/2018,18.4,68,0.6,2000,0.04,0.0,0.0,No Holiday,7,Summer,313
10/06/2018,19.0,65,2.0,2000,0.28,0.0,0.0,No Holiday,8,Summer,619
10/06/2018,19.2,65,1.4,2000,0.34,0.0,0.0,No Holiday,9,Summer,786
10/06/2018,20.2,62,1.8,2000,0.82,0.0,0.0,No Holiday,10,Summer,942
10/06/2018,21.3,56,1.5,1989,1.18,0.0,0.0,No Holiday,11,Summer,1074
10/06/2018,23.2,50,2.2,1988,2.45,0.0,0.0,No Holiday,12,Summer,1442
10/06/2018,24.2,48,1.2,1968,2.19,0.0,0.0,No Holiday,13,Summer,1752
10/06/2018,24.1,51,1.1,2000,1.58,0.0,0.0,No Holiday,14,Summer,1985
10/06/2018,24.8,49,1.2,2000,1.34,0.0,0.0,No Holiday,15,Summer,2182
10/06/2018,24.8,51,1.6,2000,1.17,0.0,0.0,No Holiday,16,Summer,2333
10/06/2018,24.6,52,1.3,2000,0.82,0.0,0.0,No Holiday,17,Summer,2431
10/06/2018,24.1,53,1.3,2000,0.48,0.0,0.0,No Holiday,18,Summer,2367
10/06/2018,23.4,55,1.0,2000,0.12,0.0,0.0,No Holiday,19,Summer,2267
10/06/2018,22.8,55,1.3,2000,0.01,0.0,0.0,No Holiday,20,Summer,2300
10/06/2018,22.1,55,1.5,2000,0.0,0.0,0.0,No Holiday,21,Summer,2026
10/06/2018,21.5,55,1.8,2000,0.0,0.0,0.0,No Holiday,22,Summer,1634
10/06/2018,20.9,56,1.5,2000,0.0,0.0,0.0,No Holiday,23,Summer,1191
11/06/2018,20.3,58,1.4,2000,0.0,0.0,0.0,No Holiday,0,Summer,918
11/06/2018,19.8,59,1.3,2000,0.0,0.0,0.0,No Holiday,1,Summer,555
11/06/2018,19.2,60,1.5,2000,0.0,0.0,0.0,No Holiday,2,Summer,353
11/06/2018,18.8,61,1.3,2000,0.0,0.0,0.0,No Holiday,3,Summer,232
11/06/2018,18.8,60,1.0,2000,0.0,0.0,0.0,No Holiday,4,Summer,194
11/06/2018,18.8,61,1.2,2000,0.0,0.0,0.0,No Holiday,5,Summer,324
11/06/2018,18.6,61,0.8,2000,0.03,0.0,0.0,No Holiday,6,Summer,807
11/06/2018,19.1,59,1.1,2000,0.38,0.0,0.0,No Holiday,7,Summer,1629
11/06/2018,20.7,55,1.5,2000,1.23,0.0,0.0,No Holiday,8,Summer,2375
11/06/2018,22.2,48,1.7,1889,1.77,0.0,0.0,No Holiday,9,Summer,1307
11/06/2018,23.7,47,1.3,2000,2.67,0.0,0.0,No Holiday,10,Summer,992
11/06/2018,23.2,52,1.4,2000,1.53,0.0,0.0,No Holiday,11,Summer,1107
11/06/2018,23.2,52,1.2,2000,0.82,0.0,0.0,No Holiday,12,Summer,1204
11/06/2018,23.7,49,1.2,2000,1.04,0.0,0.0,No Holiday,13,Summer,1033
11/06/2018,23.9,47,1.0,2000,0.97,0.0,0.0,No Holiday,14,Summer,1075
11/06/2018,22.2,60,1.3,1907,0.34,0.0,0.0,No Holiday,15,Summer,1240
11/06/2018,22.0,60,1.8,2000,0.14,0.0,0.0,No Holiday,16,Summer,1220
11/06/2018,20.7,72,3.4,2000,0.11,0.0,0.0,No Holiday,17,Summer,1475
11/06/2018,19.8,80,3.9,2000,0.12,0.0,0.0,No Holiday,18,Summer,1491
11/06/2018,19.4,85,1.2,1651,0.08,0.5,0.0,No Holiday,19,Summer,873
11/06/2018,19.1,84,1.7,2000,0.04,0.0,0.0,No Holiday,20,Summer,1280
11/06/2018,19.0,82,1.0,2000,0.0,0.0,0.0,No Holiday,21,Summer,1647
11/06/2018,19.0,76,0.1,2000,0.0,0.0,0.0,No Holiday,22,Summer,1117
11/06/2018,18.2,93,0.8,460,0.0,3.5,0.0,No Holiday,23,Summer,384
12/06/2018,18.0,94,0.7,1906,0.0,1.0,0.0,No Holiday,0,Summer,470
12/06/2018,17.7,92,0.9,1958,0.0,0.0,0.0,No Holiday,1,Summer,454
12/06/2018,17.7,87,1.2,2000,0.0,0.0,0.0,No Holiday,2,Summer,385
12/06/2018,17.5,87,0.5,1995,0.0,0.0,0.0,No Holiday,3,Summer,206
12/06/2018,17.5,84,0.8,2000,0.0,0.0,0.0,No Holiday,4,Summer,144
12/06/2018,17.2,87,0.6,2000,0.0,0.0,0.0,No Holiday,5,Summer,296
12/06/2018,16.7,85,1.0,2000,0.03,0.0,0.0,No Holiday,6,Summer,740
12/06/2018,17.1,77,1.5,1748,0.49,0.0,0.0,No Holiday,7,Summer,1573
12/06/2018,19.0,67,1.1,1976,1.29,0.0,0.0,No Holiday,8,Summer,2495
12/06/2018,21.1,60,0.9,1998,2.18,0.0,0.0,No Holiday,9,Summer,1317
12/06/2018,22.1,53,1.1,1999,2.28,0.0,0.0,No Holiday,10,Summer,971
12/06/2018,22.9,54,2.6,1959,2.56,0.0,0.0,No Holiday,11,Summer,1092
12/06/2018,24.0,51,1.8,2000,2.29,0.0,0.0,No Holiday,12,Summer,1202
12/06/2018,25.7,46,0.8,2000,3.18,0.0,0.0,No Holiday,13,Summer,1215
12/06/2018,25.6,45,2.2,1961,1.39,0.0,0.0,No Holiday,14,Summer,1246
12/06/2018,26.2,42,2.7,1977,1.59,0.0,0.0,No Holiday,15,Summer,1427
12/06/2018,26.2,47,3.8,1996,2.45,0.0,0.0,No Holiday,16,Summer,1714
12/06/2018,26.4,47,3.0,1976,1.76,0.0,0.0,No Holiday,17,Summer,2270
12/06/2018,24.9,53,3.6,2000,1.28,0.0,0.0,No Holiday,18,Summer,3404
12/06/2018,23.1,58,2.4,1997,0.59,0.0,0.0,No Holiday,19,Summer,2873
12/06/2018,21.6,62,3.3,2000,0.09,0.0,0.0,No Holiday,20,Summer,2579
12/06/2018,20.6,70,1.8,1986,0.0,0.0,0.0,No Holiday,21,Summer,2505
12/06/2018,20.0,70,1.0,2000,0.0,0.0,0.0,No Holiday,22,Summer,2309
12/06/2018,19.5,72,0.6,1989,0.0,0.0,0.0,No Holiday,23,Summer,1657
13/06/2018,19.3,76,1.2,1968,0.0,0.0,0.0,No Holiday,0,Summer,1274
13/06/2018,18.9,77,0.7,1987,0.0,0.0,0.0,No Holiday,1,Summer,1088
13/06/2018,18.4,75,0.6,1986,0.0,0.0,0.0,No Holiday,2,Summer,847
13/06/2018,18.5,73,1.0,1951,0.0,0.0,0.0,No Holiday,3,Summer,591
13/06/2018,18.7,74,0.9,1933,0.0,0.0,0.0,No Holiday,4,Summer,421
13/06/2018,18.6,76,0.4,1957,0.0,0.0,0.0,No Holiday,5,Summer,290
13/06/2018,18.7,75,0.9,1923,0.06,0.0,0.0,No Holiday,6,Summer,416
13/06/2018,19.4,69,0.3,1277,0.42,0.0,0.0,No Holiday,7,Summer,657
13/06/2018,20.7,65,1.5,1004,0.97,0.0,0.0,No Holiday,8,Summer,959
13/06/2018,22.6,59,1.6,1030,1.8,0.0,0.0,No Holiday,9,Summer,1111
13/06/2018,23.0,57,2.2,1145,1.1,0.0,0.0,No Holiday,10,Summer,1269
13/06/2018,24.5,51,1.5,1333,1.97,0.0,0.0,No Holiday,11,Summer,1478
13/06/2018,24.5,56,2.3,1094,1.74,0.0,0.0,No Holiday,12,Summer,1747
13/06/2018,24.9,52,1.8,1554,1.7,0.0,0.0,No Holiday,13,Summer,1834
13/06/2018,26.6,50,2.4,1119,2.95,0.0,0.0,No Holiday,14,Summer,2088
13/06/2018,25.5,50,2.2,1025,0.47,0.0,0.0,No Holiday,15,Summer,2288
13/06/2018,25.8,50,1.7,1152,0.66,0.0,0.0,No Holiday,16,Summer,2474
13/06/2018,25.6,57,3.3,919,0.87,0.0,0.0,No Holiday,17,Summer,2664
13/06/2018,23.4,63,3.6,1245,0.5,0.0,0.0,No Holiday,18,Summer,2479
13/06/2018,22.8,64,2.3,1444,0.45,0.0,0.0,No Holiday,19,Summer,2404
13/06/2018,22.1,65,1.3,1611,0.09,0.0,0.0,No Holiday,20,Summer,2276
13/06/2018,21.8,67,0.0,1485,0.0,0.0,0.0,No Holiday,21,Summer,2166
13/06/2018,21.6,66,1.2,1438,0.0,0.0,0.0,No Holiday,22,Summer,1934
13/06/2018,21.5,62,0.1,1827,0.0,0.0,0.0,No Holiday,23,Summer,1394
14/06/2018,21.1,69,0.5,1086,0.0,0.0,0.0,No Holiday,0,Summer,1047
14/06/2018,20.8,72,1.0,912,0.0,0.0,0.0,No Holiday,1,Summer,715
14/06/2018,20.8,73,0.8,829,0.0,0.0,0.0,No Holiday,2,Summer,453
14/06/2018,20.8,73,0.7,756,0.0,0.0,0.0,No Holiday,3,Summer,289
14/06/2018,21.0,72,0.8,677,0.0,0.0,0.0,No Holiday,4,Summer,193
14/06/2018,20.3,84,3.2,518,0.0,0.0,0.0,No Holiday,5,Summer,154
14/06/2018,19.5,95,1.4,179,0.0,1.5,0.0,No Holiday,6,Summer,100
14/06/2018,19.4,97,0.9,272,0.0,13.5,0.0,No Holiday,7,Summer,94
14/06/2018,18.9,97,1.2,492,0.06,11.5,0.0,No Holiday,8,Summer,187
14/06/2018,19.1,96,0.6,273,0.17,1.5,0.0,No Holiday,9,Summer,175
14/06/2018,19.7,94,1.1,497,0.61,1.0,0.0,No Holiday,10,Summer,532
14/06/2018,20.5,79,1.7,770,1.25,0.0,0.0,No Holiday,11,Summer,735
14/06/2018,21.2,75,0.7,876,1.07,0.0,0.0,No Holiday,12,Summer,945
14/06/2018,22.8,67,1.2,930,1.55,0.0,0.0,No Holiday,13,Summer,1056
14/06/2018,23.8,62,1.2,1282,1.91,0.0,0.0,No Holiday,14,Summer,1153
14/06/2018,24.6,57,1.8,1664,1.54,0.0,0.0,No Holiday,15,Summer,1292
14/06/2018,25.0,56,0.7,1723,1.27,0.0,0.0,No Holiday,16,Summer,1550
14/06/2018,24.6,57,1.0,1866,0.45,0.0,0.0,No Holiday,17,Summer,1934
14/06/2018,24.0,61,1.5,1935,0.26,0.0,0.0,No Holiday,18,Summer,2962
14/06/2018,23.6,63,0.6,1956,0.19,0.0,0.0,No Holiday,19,Summer,1856
14/06/2018,22.6,74,1.2,1594,0.01,0.0,0.0,No Holiday,20,Summer,1557
14/06/2018,22.2,72,1.0,1786,0.0,0.0,0.0,No Holiday,21,Summer,1807
14/06/2018,21.8,72,1.0,1952,0.0,0.0,0.0,No Holiday,22,Summer,1737
14/06/2018,21.6,68,0.8,2000,0.0,0.0,0.0,No Holiday,23,Summer,1295
15/06/2018,21.0,70,0.9,2000,0.0,0.0,0.0,No Holiday,0,Summer,986
15/06/2018,20.6,65,1.2,2000,0.0,0.0,0.0,No Holiday,1,Summer,717
15/06/2018,20.1,67,1.1,2000,0.0,0.1,0.0,No Holiday,2,Summer,403
15/06/2018,18.8,93,1.0,419,0.0,5.4,0.0,No Holiday,3,Summer,154
15/06/2018,18.0,93,1.6,627,0.0,10.5,0.0,No Holiday,4,Summer,72
15/06/2018,17.4,86,1.1,1820,0.0,0.5,0.0,No Holiday,5,Summer,161
15/06/2018,17.2,83,1.3,2000,0.07,0.0,0.0,No Holiday,6,Summer,609
15/06/2018,18.2,75,1.4,2000,0.56,0.0,0.0,No Holiday,7,Summer,1467
15/06/2018,18.7,71,1.1,1992,0.61,0.0,0.0,No Holiday,8,Summer,2328
15/06/2018,20.1,65,1.4,2000,0.93,0.0,0.0,No Holiday,9,Summer,1170
15/06/2018,22.0,56,1.5,1989,1.91,0.0,0.0,No Holiday,10,Summer,1004
15/06/2018,22.9,57,1.4,1918,2.24,0.0,0.0,No Holiday,11,Summer,1118
15/06/2018,24.4,50,1.6,2000,3.07,0.0,0.0,No Holiday,12,Summer,1193
15/06/2018,25.3,48,1.8,1935,3.42,0.0,0.0,No Holiday,13,Summer,1035
15/06/2018,26.4,43,2.1,1944,3.23,0.0,0.0,No Holiday,14,Summer,1027
15/06/2018,26.7,40,1.6,1995,2.42,0.0,0.0,No Holiday,15,Summer,1461
15/06/2018,26.5,45,1.6,2000,1.91,0.0,0.0,No Holiday,16,Summer,1726
15/06/2018,26.1,45,1.4,2000,1.26,0.0,0.0,No Holiday,17,Summer,2460
15/06/2018,25.9,44,1.5,2000,1.36,0.0,0.0,No Holiday,18,Summer,2891
15/06/2018,24.3,48,1.5,2000,0.59,0.0,0.0,No Holiday,19,Summer,2984
15/06/2018,22.6,51,1.3,2000,0.06,0.0,0.0,No Holiday,20,Summer,2441
15/06/2018,21.4,54,1.5,2000,0.0,0.0,0.0,No Holiday,21,Summer,2337
15/06/2018,20.4,54,1.4,2000,0.0,0.0,0.0,No Holiday,22,Summer,2155
15/06/2018,19.6,55,1.4,2000,0.0,0.0,0.0,No Holiday,23,Summer,1593
16/06/2018,19.0,57,1.6,2000,0.0,0.0,0.0,No Holiday,0,Summer,1217
16/06/2018,18.4,59,1.3,2000,0.0,0.0,0.0,No Holiday,1,Summer,1056
16/06/2018,17.9,60,0.8,2000,0.0,0.0,0.0,No Holiday,2,Summer,764
16/06/2018,17.4,61,1.2,2000,0.0,0.0,0.0,No Holiday,3,Summer,518
16/06/2018,16.9,63,1.0,2000,0.0,0.0,0.0,No Holiday,4,Summer,317
16/06/2018,16.6,65,1.2,2000,0.0,0.0,0.0,No Holiday,5,Summer,277
16/06/2018,16.3,66,0.7,2000,0.05,0.0,0.0,No Holiday,6,Summer,381
16/06/2018,17.0,60,1.1,1993,0.47,0.0,0.0,No Holiday,7,Summer,583
16/06/2018,18.7,57,1.0,1956,1.05,0.0,0.0,No Holiday,8,Summer,892
16/06/2018,20.4,54,1.5,2000,1.88,0.0,0.0,No Holiday,9,Summer,1144
16/06/2018,21.8,46,0.9,1927,2.46,0.0,0.0,No Holiday,10,Summer,1166
16/06/2018,23.4,46,1.6,1954,2.96,0.0,0.0,No Holiday,11,Summer,1330
16/06/2018,24.8,43,1.2,1943,3.27,0.0,0.0,No Holiday,12,Summer,1525
16/06/2018,26.2,37,1.2,1936,3.36,0.0,0.0,No Holiday,13,Summer,1704
16/06/2018,27.1,40,1.8,1779,3.26,0.0,0.0,No Holiday,14,Summer,1783
16/06/2018,27.8,41,1.6,1851,2.89,0.0,0.0,No Holiday,15,Summer,1861
16/06/2018,28.3,41,2.6,1852,2.58,0.0,0.0,No Holiday,16,Summer,1991
16/06/2018,28.4,43,2.0,1806,1.93,0.0,0.0,No Holiday,17,Summer,2383
16/06/2018,28.0,46,2.3,1833,1.23,0.0,0.0,No Holiday,18,Summer,2451
16/06/2018,27.2,48,1.4,1994,0.57,0.0,0.0,No Holiday,19,Summer,2475
16/06/2018,25.0,60,2.4,1773,0.1,0.0,0.0,No Holiday,20,Summer,2497
16/06/2018,23.7,64,1.7,1707,0.0,0.0,0.0,No Holiday,21,Summer,2435
16/06/2018,22.8,69,1.7,1656,0.0,0.0,0.0,No Holiday,22,Summer,1995
16/06/2018,22.1,73,1.6,1180,0.0,0.0,0.0,No Holiday,23,Summer,1615
17/06/2018,21.5,76,1.4,1015,0.0,0.0,0.0,No Holiday,0,Summer,1394
17/06/2018,20.9,79,2.0,932,0.0,0.0,0.0,No Holiday,1,Summer,929
17/06/2018,20.5,76,1.1,994,0.0,0.0,0.0,No Holiday,2,Summer,755
17/06/2018,19.9,80,1.6,741,0.0,0.0,0.0,No Holiday,3,Summer,491
17/06/2018,19.4,82,0.9,531,0.0,0.0,0.0,No Holiday,4,Summer,304
17/06/2018,19.0,85,0.8,567,0.0,0.0,0.0,No Holiday,5,Summer,238
17/06/2018,18.9,83,0.3,576,0.05,0.0,0.0,No Holiday,6,Summer,324
17/06/2018,19.6,75,0.9,884,0.42,0.0,0.0,No Holiday,7,Summer,475
17/06/2018,21.1,70,0.3,766,0.9,0.0,0.0,No Holiday,8,Summer,715
17/06/2018,22.5,66,1.2,605,0.97,0.0,0.0,No Holiday,9,Summer,944
17/06/2018,23.0,66,1.1,516,0.83,0.0,0.0,No Holiday,10,Summer,953
17/06/2018,23.6,63,0.7,523,0.93,0.0,0.0,No Holiday,11,Summer,1146
17/06/2018,24.8,56,0.9,530,1.57,0.0,0.0,No Holiday,12,Summer,1422
17/06/2018,25.7,52,1.1,639,1.81,0.0,0.0,No Holiday,13,Summer,1563
17/06/2018,26.8,44,1.6,760,2.01,0.0,0.0,No Holiday,14,Summer,1709
17/06/2018,27.3,51,2.6,598,2.4,0.0,0.0,No Holiday,15,Summer,1979
17/06/2018,26.6,51,2.2,809,1.27,0.0,0.0,No Holiday,16,Summer,2235
17/06/2018,25.6,58,3.3,865,0.66,0.0,0.0,No Holiday,17,Summer,2330
17/06/2018,25.0,59,3.4,1324,0.54,0.0,0.0,No Holiday,18,Summer,2474
17/06/2018,24.2,62,1.9,1225,0.39,0.0,0.0,No Holiday,19,Summer,2481
17/06/2018,23.1,67,2.1,1060,0.03,0.0,0.0,No Holiday,20,Summer,2429
17/06/2018,22.7,66,0.9,1069,0.0,0.0,0.0,No Holiday,21,Summer,2055
17/06/2018,22.2,70,0.5,1056,0.0,0.0,0.0,No Holiday,22,Summer,1819
